result	Gene	location	phenotype	inheritance
SUCCESS	ARHGEF2	1q22	?Neurodevelopmental disorder with midbrain and hindbrain malformations	AR
SUCCESS	ARHGEF9	Xq11.1	Developmental and epileptic encephalopathy 8	XL
SUCCESS	ARID1A	1p36.11	Coffin-Siris syndrome 2	AD
SUCCESS	ARID1B	6q25.3	Coffin-Siris syndrome 1	AD
SUCCESS	ARID2	12q12	Coffin-Siris syndrome 6	AD
SUCCESS	ARL13B	3q11.1-q11.2	Joubert syndrome 8	AR
SUCCESS	ARL2	11q13.1	?Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 1	AD
SUCCESS	ARL2BP	16q13	Retinitis pigmentosa 82 with or without situs inversus	AR
SUCCESS	ARL3	10q24.32	Joubert syndrome 35|Retinitis pigmentosa 83	AR|AD
SUCCESS	ARL6	3q11.2	{Bardet-Biedl syndrome 1, modifier of}|Bardet-Biedl syndrome 3|Retinitis pigmentosa 55	AR, DR|AR|AR
SUCCESS	ARL6IP1	16p12.3	Spastic paraplegia 61, autosomal recessive	AR
ERROR	ARL6IP6			
SUCCESS	ARMC5	16p11.2	{ACTH-independent macronodular adrenal hyperplasia 2}	AD
SUCCESS	ARMC9	2q37.1	Joubert syndrome 30	AR
ERROR	ARNT			
SUCCESS	ARNT2	15q25.1	?Webb-Dattani syndrome	AR
SUCCESS	ARPC1B	7q22.1	Immunodeficiency 71 with inflammatory disease and congenital thrombocytopenia	AR
SUCCESS	ARPC4	3p25.3	Developmental delay, language impairment, and ocular abnormalities	AD
SUCCESS	ARSA	22q13.33	Metachromatic leukodystrophy	AR
SUCCESS	ARSB	5q14.1	Mucopolysaccharidosis type VI (Maroteaux-Lamy)	AR
SUCCESS	ARSG	17q24.2	Usher syndrome, type IV	AR
ERROR	ARSI			
SUCCESS	ARSK	5q15	Mucopolysaccharidosis, type X	AR
SUCCESS	ARSL	Xp22.33	Chondrodysplasia punctata, X-linked recessive	XLR
SUCCESS	ARV1	1q42.2	Developmental and epileptic encephalopathy 38	AR
ERROR	ARVCF			
SUCCESS	ARX	Xp21.3	Developmental and epileptic encephalopathy 1|Hydranencephaly with abnormal genitalia|Intellectual developmental disorder, X-linked 29|Lissencephaly, X-linked 2|Partington syndrome|Proud syndrome	XLR|XL|XLR|XL|XLR|XL
SUCCESS	ASAH1	8p22	Farber lipogranulomatosis|Spinal muscular atrophy with progressive myoclonic epilepsy	AR|AR
SUCCESS	ASB10	7q36.1	Glaucoma 1, open angle, F	AD
SUCCESS	ASCC1	10q22.1	Barrett esophagus/esophageal adenocarcinoma|Spinal muscular atrophy with congenital bone fractures 2	.|AR
ERROR	ASCL1			
SUCCESS	ASH1L	1q22	Intellectual developmental disorder, autosomal dominant 52	AD
ERROR	ASIC2			
SUCCESS	ASL	7q11.21	Argininosuccinic aciduria	AR
SUCCESS	ASNS	7q21.3	Asparagine synthetase deficiency	AR
SUCCESS	ASPA	17p13.2	Canavan disease	AR
SUCCESS	ASPH	8q12.3	Traboulsi syndrome	AR
SUCCESS	ASPM	1q31.3	Microcephaly 5, primary, autosomal recessive	AR
SUCCESS	ASPN	9q22.31	{Lumbar disc degeneration}|{Osteoarthritis susceptibility 3}	.|AD
SUCCESS	ASPRV1	2p13.3	Ichthyosis, lamellar, autosomal dominant	AD
SUCCESS	ASS1	9q34.11	Citrullinemia	AR
SUCCESS	ASXL1	20q11.21	Bohring-Opitz syndrome|Myelodysplastic syndrome, somatic	AD|.
SUCCESS	ASXL2	2p23.3	Shashi-Pena syndrome	AD
SUCCESS	ASXL3	18q12.1	Bainbridge-Ropers syndrome	AD
SUCCESS	ATAD1	10q23.31	Hyperekplexia 4	AR
SUCCESS	ATAD3A	1p36.33	Harel-Yoon syndrome|Pontocerebellar hypoplasia, hypotonia, and respiratory insufficiency syndrome, neonatal lethal	AD, AR|AR
SUCCESS	ATCAY	19p13.3	Ataxia, cerebellar, Cayman type	AR
ERROR	ATF1			
ERROR	ATF2			
SUCCESS	ATF6	1q23.3	Achromatopsia 7	AR
SUCCESS	ATG5	6q21	?Spinocerebellar ataxia, autosomal recessive 25	AR
SUCCESS	ATG7	3p25.3	Spinocerebellar ataxia, autosomal recessive 31	AR
SUCCESS	ATIC	2q35	AICA-ribosiduria due to ATIC deficiency	AR
SUCCESS	ATL1	14q22.1	Neuropathy, hereditary sensory, type ID|Spastic paraplegia 3A, autosomal dominant	AD|AD
SUCCESS	ATL3	11q13.1	Neuropathy, hereditary sensory, type IF	AD
SUCCESS	ATM	11q22.3	{Breast cancer, susceptibility to}|Ataxia-telangiectasia|Lymphoma, B-cell non-Hodgkin, somatic|Lymphoma, mantle cell, somatic|T-cell prolymphocytic leukemia, somatic	AD, SMu|AR|.|.|.
SUCCESS	ATN1	12p13.31	Congenital hypotonia, epilepsy, developmental delay, and digital anomalies|Dentatorubral-pallidoluysian atrophy	AD|AD
ERROR	ATP10A			
SUCCESS	ATP11A	13q34	?Auditory neuropathy, autosomal dominant 2|?Leukodystrophy, hypomyelinating, 24|Deafness, autosomal dominant 84	AD|AD|AD
SUCCESS	ATP11C	Xq27.1	?Hemolytic anemia, congenital, X-linked	XLR
SUCCESS	ATP13A2	1p36.13	Kufor-Rakeb syndrome|Spastic paraplegia 78, autosomal recessive	AR|AR
SUCCESS	ATP13A3	3q29	Pulmonary hypertension, primary, 5	AR
SUCCESS	ATP1A1	1p13.1	Charcot-Marie-Tooth disease, axonal, type 2DD|Hypomagnesemia, seizures, and impaired intellectual development 2	AD|AD
SUCCESS	ATP1A2	1q23.2	Alternating hemiplegia of childhood 1|Developmental and epileptic encephalopathy 98|Fetal akinesia, respiratory insufficiency, microcephaly, polymicrogyria, and dysmorphic facies|Migraine, familial basilar|Migraine, familial hemiplegic, 2	AD|AD|AR|AD|AD
SUCCESS	ATP1A3	19q13.2	Alternating hemiplegia of childhood 2|CAPOS syndrome|Developmental and epileptic encephalopathy 99|Dystonia-12	AD|AD|AD|AD
SUCCESS	ATP2A1	16p11.2	Brody myopathy	AR
SUCCESS	ATP2A2	12q24.11	Acrokeratosis verruciformis|Darier disease	AD|AD
SUCCESS	ATP2B1	12q21.33	Intellectual developmental disorder, autosomal dominant 66	AD
SUCCESS	ATP2B2	3p25.3	{Deafness, autosomal recessive 12, modifier of}|Deafness, autosomal dominant 82	AR|AD
SUCCESS	ATP2B3	Xq28	?Spinocerebellar ataxia, X-linked 1	XLR
SUCCESS	ATP2C1	3q22.1	Hailey-Hailey disease	AD
SUCCESS	ATP5F1A	18q21.1	?Combined oxidative phosphorylation deficiency 22|?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 4B, encephalopathic type|Mitochondrial complex V (ATP synthase) deficiency, nuclear type 4A	AR|AR|AD
SUCCESS	ATP5F1B	12q13.3	?Hypermetabolism due to uncoupled mitochondrial oxidative phosphorylation 2	AD
SUCCESS	ATP5F1D	19p13.3	Mitochondrial complex V (ATP synthase) deficiency	AR
SUCCESS	ATP5F1E	20q13.32	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 3	AR
SUCCESS	ATP5MC3	2q31.1	Dystonia, early-onset, and/or spastic paraplegia	AD
SUCCESS	ATP5MK	10q24.33	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 6	AR
SUCCESS	ATP6AP1	Xq28	Immunodeficiency 47	XLR
SUCCESS	ATP6AP2	Xp11.4	?Parkinsonism with spasticity, X-linked|Congenital disorder of glycosylation, type IIr|Intellectual developmental disorder, X-linked syndromic, Hedera type	XLR|XLR|XLR
SUCCESS	ATP6V0A1	17q21.2	Developmental and epileptic encephalopathy 104|Neurodevelopmental disorder with epilepsy and brain atrophy	AD|AR
SUCCESS	ATP6V0A2	12q24.31	Cutis laxa, autosomal recessive, type IIA|Wrinkly skin syndrome	AR|AR
SUCCESS	ATP6V0A4	7q34	Distal renal tubular acidosis 3, with or without sensorineural hearing loss	AR
SUCCESS	ATP6V1A	3q13.31	Cutis laxa, autosomal recessive, type IID|Developmental and epileptic encephalopathy 93	AR|AD
SUCCESS	ATP6V1B1	2p13.3	Distal renal tubular acidosis 2 with progressive sensorineural hearing loss	AR
SUCCESS	ATP6V1B2	8p21.3	Deafness, congenital, with onychodystrophy, autosomal dominant|Zimmermann-Laband syndrome 2	AD|AD
SUCCESS	ATP6V1E1	22q11.21	Cutis laxa, autosomal recessive, type IIC	AR
SUCCESS	ATP7A	Xq21.1	Menkes disease|Neuronopathy, distal hereditary motor, X-linked|Occipital horn syndrome	XLR|XLR|XLR
SUCCESS	ATP7B	13q14.3	Wilson disease	AR
SUCCESS	ATP8A2	13q12.13	Cerebellar ataxia, impaired intellectual development, and dysequilibrium syndrome 4	AR
SUCCESS	ATP8B1	18q21.31	Cholestasis, benign recurrent intrahepatic|Cholestasis, intrahepatic, of pregnancy, 1|Cholestasis, progressive familial intrahepatic 1	AR|AD|AR
SUCCESS	ATPAF2	17p11.2	?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 1	AR
SUCCESS	ATR	3q23	?Cutaneous telangiectasia and cancer syndrome, familial|Seckel syndrome 1	AD|AR
ERROR	ATRIP			
SUCCESS	ATRX	Xq21.1	Alpha-thalassemia myelodysplasia syndrome, somatic|Alpha-thalassemia/impaired intellectual development syndrome|Intellectual disability-hypotonic facies syndrome, X-linked	.|XLD|XLR
SUCCESS	ATXN1	6p22.3	Spinocerebellar ataxia 1	AD
SUCCESS	ATXN10	22q13.31	Spinocerebellar ataxia 10	AD
SUCCESS	ATXN2	12q24.12	{Amyotrophic lateral sclerosis, susceptibility to, 13}|{Parkinson disease, late-onset, susceptibility to}|Spinocerebellar ataxia 2	AD|AD, Mu|AD
SUCCESS	ATXN3	14q32.12	{Parkinson disease, late-onset, susceptibility to}|Machado-Joseph disease	AD, Mu|AD
SUCCESS	ATXN7	3p14.1	Spinocerebellar ataxia 7	AD
SUCCESS	AUH	9q22.31	3-methylglutaconic aciduria, type I	AR
SUCCESS	AUTS2	7q11.22	Intellectual developmental disorder, autosomal dominant 26	AD
SUCCESS	AVIL	12q14.1	Nephrotic syndrome, type 21	AR
SUCCESS	AVP	20p13	Diabetes insipidus, neurohypophyseal	AD
SUCCESS	AVPR2	Xq28	Diabetes insipidus, nephrogenic, 1|Nephrogenic syndrome of inappropriate antidiuresis	XLR|XLR
SUCCESS	AXIN1	16p13.3	?Caudal duplication anomaly|Craniometadiaphyseal osteosclerosis with hip dysplasia|Hepatocellular carcinoma, somatic	.|AR|.
SUCCESS	AXIN2	17q24.1	Colorectal cancer, somatic|Oligodontia-colorectal cancer syndrome	.|AD
ERROR	AXL			
SUCCESS	B2M	15q21.1	Amyloidosis, hereditary systemic 6|Immunodeficiency 43	.|AR
SUCCESS	B3GALNT2	1q42.3	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 11	AR
SUCCESS	B3GAT3	11q12.3	Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects	AR
SUCCESS	B3GLCT	13q12.3	Peters-plus syndrome	AR
SUCCESS	B4GALNT1	12q13.3	Spastic paraplegia 26, autosomal recessive	AR
SUCCESS	B4GALT1	9p21.1	Combined low LDL and fibrinogen|Congenital disorder of glycosylation, type IId	AR|AR
SUCCESS	B4GALT7	5q35.3	Ehlers-Danlos syndrome, spondylodysplastic type, 1	AR
SUCCESS	B4GAT1	11q13.2	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 13	AR
SUCCESS	B9D1	17p11.2	?Meckel syndrome 9|Joubert syndrome 27	AR|AR
SUCCESS	B9D2	19q13.2	?Meckel syndrome 10|Joubert syndrome 34	AR|AR
SUCCESS	BAAT	9q31.1	Bile acid conjugation defect 1	AR
SUCCESS	BACH2	6q15	Immunodeficiency 60 and autoimmunity	AD
SUCCESS	BAG3	10q26.11	Cardiomyopathy, dilated, 1HH|Myopathy, myofibrillar, 6	AD|AD
SUCCESS	BAG5	14q32.33	Cardiomyopathy, dilated, 2F	AR
SUCCESS	BANF1	11q13.1	Nestor-Guillermo progeria syndrome	AR
SUCCESS	BAP1	3p21.1	{Uveal melanoma, susceptibility to, 2}|Kury-Isidor syndrome|Tumor predisposition syndrome 1	AD|AD|AD
SUCCESS	BARD1	2q35	{Breast cancer, susceptibility to}	AD, SMu
ERROR	BAZ1B			
SUCCESS	BBIP1	10q25.2	Bardet-Biedl syndrome 18	AR
SUCCESS	BBS1	11q13.2	Bardet-Biedl syndrome 1	AR, DR
SUCCESS	BBS10	12q21.2	Bardet-Biedl syndrome 10	AR
SUCCESS	BBS12	4q27	Bardet-Biedl syndrome 12	AR
SUCCESS	BBS2	16q13	Bardet-Biedl syndrome 2|Retinitis pigmentosa 74	AR|AR
SUCCESS	BBS4	15q24.1	Bardet-Biedl syndrome 4	AR
SUCCESS	BBS5	2q31.1	Bardet-Biedl syndrome 5	AR
SUCCESS	BBS7	4q27	Bardet-Biedl syndrome 7	AR
SUCCESS	BBS9	7p14.3	Bardet-Biedl syndrome 9	AR
SUCCESS	BCAM	19q13.32	[Blood group, Auberger system]|[Blood group, Lutheran null]|[Blood group, Lutheran system]	.|AR|.
SUCCESS	BCAP31	Xq28	Deafness, dystonia, and cerebral hypomyelination	XLR
SUCCESS	BCAS3	17q23.2	Hengel-Maroofian-Schols syndrome	AR
SUCCESS	BCAT2	19q13.33	Hypervalinemia and hyperleucine-isoleucinemia	AR
SUCCESS	BCHE	3q26.1	{Apnea, postanesthetic, susceptibility to, due to BCHE deficiency}|Butyrylcholinesterase deficiency	AR|AR
SUCCESS	BCKDHA	19q13.2	Maple syrup urine disease, type Ia	AR
SUCCESS	BCKDHB	6q14.1	Maple syrup urine disease, type Ib	AR
SUCCESS	BCKDK	16p11.2	Branched-chain keto acid dehydrogenase kinase deficiency	AR
SUCCESS	BCL10	1p22.3	?Immunodeficiency 37|{Lymphoma, follicular, somatic}|{Male germ cell tumor, somatic}|{Mesothelioma, somatic}|{Sezary syndrome, somatic}|Lymphoma, MALT, somatic	AR|.|.|.|.|.
SUCCESS	BCL11A	2p16.1	Dias-Logan syndrome	AD
SUCCESS	BCL11B	14q32.2	Immunodeficiency 49, severe combined|Intellectual developmental disorder with dysmorphic facies, speech delay, and T-cell abnormalities	AD|AD
ERROR	BCL6			
ERROR	BCL7B			
SUCCESS	BCOR	Xp11.4	Microphthalmia, syndromic 2	XLD
SUCCESS	BCORL1	Xq26.1	Shukla-Vernon syndrome	XLR
SUCCESS	BCR	22q11.23	Leukemia, acute lymphocytic, Philadelphia chromosome positive, somatic|Leukemia, chronic myeloid, Philadelphia chromosome positive, somatic	.|.
SUCCESS	BCS1L	2q35	Bjornstad syndrome|GRACILE syndrome|Mitochondrial complex III deficiency, nuclear type 1	AR|AR|AR
ERROR	BDNF			
SUCCESS	BDP1	5q13.2	?Deafness, autosomal recessive 112	AR
SUCCESS	BEAN1	16q21	Spinocerebellar ataxia 31	AD
SUCCESS	BEST1	11q12.3	?Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 2|Bestrophinopathy, autosomal recessive|Macular dystrophy, vitelliform, 2|Retinitis pigmentosa-50|Retinitis pigmentosa, concentric|Vitreoretinochoroidopathy	AD|.|AD|.|.|AD
SUCCESS	BFSP1	20p12.1	Cataract 33, multiple types	AD, AR
SUCCESS	BFSP2	3q22.1	Cataract 12, multiple types	AD
SUCCESS	BGN	Xq28	Meester-Loeys syndrome|Spondyloepimetaphyseal dysplasia, X-linked	XL|XLR
SUCCESS	BHLHA9	17p13.3	?Camptosynpolydactyly, complex|Syndactyly, mesoaxial synostotic, with phalangeal reduction	AR|AR
SUCCESS	BICC1	10q21.1	{Renal dysplasia, cystic, susceptibility to}	AD
SUCCESS	BICD2	9q22.31	Spinal muscular atrophy, lower extremity-predominant, 2A, autosomal dominant|Spinal muscular atrophy, lower extremity-predominant, 2B, autosomal dominant	AD|AD
SUCCESS	BICRA	19q13.33	Coffin-Siris syndrome 12	AD
SUCCESS	BIN1	2q14.3	Centronuclear myopathy 2	AR
ERROR	BIRC3			
SUCCESS	BLK	8p23.1	Maturity-onset diabetes of the young, type 11	AD
SUCCESS	BLM	15q26.1	Bloom syndrome	AR
SUCCESS	BLNK	10q24.1	?Agammaglobulinemia 4	AR
SUCCESS	BLOC1S3	19q13.32	Hermansky-Pudlak syndrome 8	AR
SUCCESS	BLOC1S5	6p24.3	Hermansky-Pudlak syndrome 11	AR
SUCCESS	BLOC1S6	15q21.1	Hermansky-Pudlak syndrome 9	AR
SUCCESS	BLTP1	4q27	Alkuraya-Kucinskas syndrome	AR
SUCCESS	BLVRA	7p13	Hyperbiliverdinemia	AD, AR
SUCCESS	BMP1	8p21.3	Osteogenesis imperfecta, type XIII	AR
SUCCESS	BMP15	Xp11.22	Ovarian dysgenesis 2|Premature ovarian failure 4	XL|XL
SUCCESS	BMP2	20p12.3	{HFE hemochromatosis, modifier of}|Brachydactyly, type A2|Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 1	AR|AD|AD
SUCCESS	BMP4	14q22.2	Microphthalmia, syndromic 6|Orofacial cleft 11	AD|AD
SUCCESS	BMP6	6p24.3	{Iron overload, susceptibility to}	AD
SUCCESS	BMPER	7p14.3	Diaphanospondylodysostosis	AR
SUCCESS	BMPR1A	10q23.2	Polyposis syndrome, hereditary mixed, 2|Polyposis, juvenile intestinal	.|AD
SUCCESS	BMPR1B	4q22.3	Acromesomelic dysplasia 3|Brachydactyly, type A1, D|Brachydactyly, type A2	AR|AD|AD
SUCCESS	BMPR2	2q33.1-q33.2	Pulmonary hypertension, familial primary, 1, with or without HHT|Pulmonary hypertension, primary, fenfluramine or dexfenfluramine-associated|Pulmonary venoocclusive disease 1	AD|AD|AD
SUCCESS	BMS1	10q11.21	?Aplasia cutis congenita, nonsyndromic	AD
SUCCESS	BNC1	15q25.2	?Premature ovarian failure 16	AD
SUCCESS	BNC2	9p22.3-p22.2	Lower urinary tract obstruction, congenital	AD
SUCCESS	BOLA3	2p13.1	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	AR
SUCCESS	BPGM	7q33	Erythrocytosis, familial, 8	AR
SUCCESS	BPNT2	8q12.1	Chondrodysplasia with joint dislocations, GPAPP type	AR
SUCCESS	BPTF	17q24.2	{Kaposi sarcoma, susceptibility to}|Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies	AD|AD
SUCCESS	BRAF	7q34	Adenocarcinoma of lung, somatic|Cardiofaciocutaneous syndrome|Colorectal cancer, somatic|LEOPARD syndrome 3|Melanoma, malignant, somatic|Nonsmall cell lung cancer, somatic|Noonan syndrome 7	.|AD|.|AD|.|.|AD
SUCCESS	BRAT1	7p22.3	Neurodevelopmental disorder with cerebellar atrophy and with or without seizures|Rigidity and multifocal seizure syndrome, lethal neonatal	AR|AR
SUCCESS	BRCA1	17q21.31	{Breast-ovarian cancer, familial, 1}|{Pancreatic cancer, susceptibility to, 4}|Fanconi anemia, complementation group S	AD, Mu|.|AR
SUCCESS	BRCA2	13q13.1	{Breast cancer, male, susceptibility to}|{Breast-ovarian cancer, familial, 2}|{Glioblastoma 3}|{Medulloblastoma}|{Pancreatic cancer 2}|{Prostate cancer}|Fanconi anemia, complementation group D1|Wilms tumor	AD, SMu|AD|AR|AD, AR, SMu|.|AD, SMu|AR|AD, SMu
ERROR	BRCC3			
SUCCESS	BRD4	19p13.12	Cornelia de Lange syndrome 6	AD
SUCCESS	BRF1	14q32.33	Cerebellofaciodental syndrome	AR
SUCCESS	BRIP1	17q23.2	{Breast cancer, early-onset, susceptibility to}|Fanconi anemia, complementation group J	AD, SMu|.
SUCCESS	BRPF1	3p25.3	Intellectual developmental disorder with dysmorphic facies and ptosis	AD
SUCCESS	BRWD3	Xq21.1	Intellectual developmental disorder, X-linked 93	XLR
SUCCESS	BSCL2	11q12.3	Encephalopathy, progressive, with or without lipodystrophy|Lipodystrophy, congenital generalized, type 2|Neuronopathy, distal hereditary motor, autosomal dominant 13|Silver spastic paraplegia syndrome	AR|AR|AD|AD
SUCCESS	BSND	1p32.3	Bartter syndrome, type 4a|Sensorineural deafness with mild renal dysfunction	AR|AR
ERROR	BST1			
SUCCESS	BTD	3p25.1	Biotinidase deficiency	AR
ERROR	BTF3P11			
SUCCESS	BTK	Xq22.1	Agammaglobulinemia, X-linked 1|Isolated growth hormone deficiency, type III, with agammaglobulinemia	XLR|XLR
SUCCESS	BTNL2	6p21.32	{Sarcoidosis, susceptibility to, 2}	AD
ERROR	BTRC			
SUCCESS	BUB1	2q13	Colorectal cancer with chromosomal instability, somatic|Microcephaly 30, primary, autosomal recessive	.|AR
SUCCESS	BUB1B	15q15.1	[Premature chromatid separation trait]|Colorectal cancer, somatic|Mosaic variegated aneuploidy syndrome 1	AD|.|AR
ERROR	BUB3			
ERROR	BUD23			
SUCCESS	C12orf57	12p13.31	Temtamy syndrome	AR
SUCCESS	C18orf32	18q21.1	?Glycosylphosphatidylinositol biosynthesis defect 25	AR
SUCCESS	C19orf12	19q12	?Spastic paraplegia 43, autosomal recessive|Neurodegeneration with brain iron accumulation 4	AR|AD, AR
SUCCESS	C1QA	1p36.12	C1q deficiency 1	AR
SUCCESS	C1QB	1p36.12	C1q deficiency 2	AR
SUCCESS	C1QBP	17p13.2	Combined oxidative phosphorylation deficiency 33	AR
SUCCESS	C1QC	1p36.12	C1q deficiency 3	AR
SUCCESS	C1QTNF5	11q23.3	Retinal degeneration, late-onset, autosomal dominant	AD
SUCCESS	C1R	12p13.31	Ehlers-Danlos syndrome, periodontal type, 1	AD
SUCCESS	C1S	12p13.31	C1s deficiency|Ehlers-Danlos syndrome, periodontal type, 2	.|AD
SUCCESS	C2CD3	11q13.4	Orofaciodigital syndrome XIV	AR
SUCCESS	C2orf69	2q33.1	Combined oxidative phosphorylation deficiency 53	AR
SUCCESS	C3	19p13.3	{Hemolytic uremic syndrome, atypical, susceptibility to, 5}|{Macular degeneration, age-related, 9}|C3 deficiency	AD|.|AR
SUCCESS	C4A	6p21.33	[Blood group, Rodgers]|C4a deficiency	.|AR
SUCCESS	C4B	6p21.33	C4B deficiency	.
SUCCESS	C5	9q33.2	[Eculizumab, poor response to]|C5 deficiency	AD|AR
SUCCESS	C6	5p13.1	C6 deficiency	AR
SUCCESS	C7	5p13.1	C7 deficiency	.
SUCCESS	C8B	1p32.2	C8 deficiency, type II	AR
SUCCESS	C9orf72	9p21.2	Frontotemporal dementia and/or amyotrophic lateral sclerosis 1	AD
SUCCESS	CA12	15q22.2	Hyperchlorhidrosis, isolated	AR
SUCCESS	CA2	8q21.2	Osteopetrosis, autosomal recessive 3, with renal tubular acidosis	AR
ERROR	CA4			
SUCCESS	CA5A	16q24.2	Hyperammonemia due to carbonic anhydrase VA deficiency	AR
SUCCESS	CA8	8q12.1	Spinocerebellar ataxia, autosomal recessive 34	AR
SUCCESS	CABP2	11q13.2	Deafness, autosomal recessive 93	AR
SUCCESS	CABP4	11q13.2	Cone-rod synaptic disorder, congenital nonprogressive	AR
SUCCESS	CACNA1A	19p13.13	Developmental and epileptic encephalopathy 42|Episodic ataxia, type 2|Migraine, familial hemiplegic, 1|Migraine, familial hemiplegic, 1, with progressive cerebellar ataxia|Spinocerebellar ataxia 6	AD|AD|AD|AD|AD
SUCCESS	CACNA1B	9q34.3	Neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements	AR
SUCCESS	CACNA1C	12p13.33	Brugada syndrome 3|Long QT syndrome 8|Neurodevelopmental disorder with hypotonia, language delay, and skeletal defects with or without seizures|Timothy syndrome	AD|AD|AD|AD
SUCCESS	CACNA1D	3p21.1	Primary aldosteronism, seizures, and neurologic abnormalities|Sinoatrial node dysfunction and deafness	AD|AR
SUCCESS	CACNA1E	1q25.3	Developmental and epileptic encephalopathy 69	AD
SUCCESS	CACNA1F	Xp11.23	Aland Island eye disease|Cone-rod dystrophy, X-linked, 3|Night blindness, congenital stationary (incomplete), 2A, X-linked	XL|XLR|XL
SUCCESS	CACNA1G	17q21.33	Spinocerebellar ataxia 42|Spinocerebellar ataxia 42, early-onset, severe, with neurodevelopmental deficits	AD|AD
SUCCESS	CACNA1H	16p13.3	{Epilepsy, childhood absence, susceptibility to, 6}|{Epilepsy, idiopathic generalized, susceptibility to, 6}|Hyperaldosteronism, familial, type IV	.|.|AD
SUCCESS	CACNA1I	22q13.1	Neurodevelopmental disorder with speech impairment and with or without seizures	AD
SUCCESS	CACNA1S	1q32.1	{Malignant hyperthermia susceptibility 5}|{Thyrotoxic periodic paralysis, susceptibility to, 1}|Congenital myopathy 18 due to dihydropyridine receptor defect|Hypokalemic periodic paralysis, type 1	AD|AD|AD, AR|AD
SUCCESS	CACNA2D1	7q21.11	Developmental and epileptic encephalopathy 110	AR
SUCCESS	CACNA2D2	3p21.31	Cerebellar atrophy with seizures and variable developmental delay	AR
SUCCESS	CACNA2D4	12p13.33	Retinal cone dystrophy 4	AR
SUCCESS	CACNB2	10p12.33-p12.31	Brugada syndrome 4	AD
SUCCESS	CACNB4	2q23.3	?Episodic ataxia, type 5|{Epilepsy, idiopathic generalized, susceptibility to, 9}|{Epilepsy, juvenile myoclonic, susceptibility to, 6}	AD|AD|AD
SUCCESS	CACNG2	22q12.3	?Intellectual developmental disorder, autosomal dominant 10	AD
SUCCESS	CAD	2p23.3	Developmental and epileptic encephalopathy 50	AR
SUCCESS	CADM3	1q23.2	Charcot-Marie-Tooth disease, axonal, type 2FF	AD
SUCCESS	CALCRL	2q32.1	?Lymphatic malformation 8	AR
SUCCESS	CALM1	14q32.11	Long QT syndrome 14|Ventricular tachycardia, catecholaminergic polymorphic, 4	AD|AD
SUCCESS	CALM2	2p21	Long QT syndrome 15	AD
SUCCESS	CALM3	19q13.32	?Ventricular tachycardia, catecholaminergic polymorphic 6|Long QT syndrome 16	AD|AD
SUCCESS	CALR	19p13.13	Myelofibrosis, somatic|Thrombocythemia, somatic	.|.
SUCCESS	CAMK2A	5q32	?Intellectual developmental disorder, autosomal recessive 63|Intellectual developmental disorder, autosomal dominant 53	AR|AD
SUCCESS	CAMK2B	7p13	Intellectual developmental disorder, autosomal dominant 54	AD
SUCCESS	CAMK2G	10q22.2	Intellectual developmental disorder, autosomal dominant 59	AD
ERROR	CAMKMT			
ERROR	CAMP			
SUCCESS	CAMTA1	1p36.31-p36.23	Cerebellar dysfunction with variable cognitive and behavioral abnormalities	AD
